"","siteid","lat","long","ecoreg","era","area","lev_doc","lev_no3","lev_tn","lev_tp","temp","precip","elev","forest","wetland","urban","ag","roads"
"1579","FW08RNM9061",36.33997122,-105.7311498,"10","Year2008",15328.7998,8.04253075314755,-0.267368188902949,5.35796559919664,11.5387065173544,8,319,2791.76,36.04,4.11,1.254,6.064,"0.767"
"1580","FW08RNM9067",36.21626391,-106.2480803,"10","Year2008",5401.290039,1.1973310525993,-0.603873543655146,0.0254554340521691,0.836393284738662,9.2,305,2466.76,50.634,2.186,0.592,0.872,"1.08"
"1581","FW08RNM9075",33.59752149,-104.3638203,"10","Year2008",20498.69922,1.25589306831695,-3.59359695170406,-0.563541761424274,-1.68429286853088,15.3,319,1645.21,13.293,0.324,0.789,1.117,"0.549"
"1582","FW08RNM9076",34.33290929,-104.18083,"9","Year2008",15475.2002,-0.573186875949705,-1.08626264482169,-0.941665834808004,-1.12481304367255,14.6,353,1756.08,17.607,0.343,0.965,1.446,"0.64"
"1583","FW08RNM9081",35.32355617,-103.9810699,"9","Year2008",20800.19922,1.3136645932438,-1.67418156808139,-1.16111150931005,-1.54979948580417,14,376,1998.09,25.858,0.753,0.509,0.531,"0.458"
"1584","FW08RNM9082",36.06627951,-104.3704816,"9","Year2008",9613.44043,0.413135750324347,-0.773773587624053,-0.487481491402233,-0.435418401922307,10.4,388,2201.63,34.069,1.022,0.666,0.725,"0.454"
"1585","FW08RNY9001",44.56721283,-73.42541641,"8","Year2008",1328.839966,-0.00910295276305102,-0.0390478220808459,-0.0343060925577402,-0.0401104326023432,7,790,555.372,86.292,4.481,3.397,2.007,"0.667"
"1586","FW08RNY9003",44.95413292,-74.83835051,"8","Year2008",1674.300049,0.0420546795498351,-0.0512373837930253,-0.0405023954820349,-0.0447671580485151,6.4,901,275.625,69.801,11.249,2.374,10.244,"0.932"
"1587","FW08RNY9004",43.25190207,-73.83515964,"8","Year2008",7101.279785,-0.0986065515188588,-0.213827810710427,-0.176571964826241,-0.218894262398789,6.4,1132,507.118,81.192,10.188,2.064,0.547,"0.503"
"1588","FW08RNY9005",44.29784965,-75.35973487,"8","Year2008",1633.73999,0.0190559837030246,-0.0472565270126692,-0.0377071326988572,-0.0493883285409089,6.3,984,419.935,80.722,11.432,0.542,0.686,"0.478"
"1589","FW08RNY9006",44.91539831,-74.89250033,"8","Year2008",3092.850098,0.011261532953033,-0.0898156347648355,-0.0822385110399216,-0.0906307932398372,6.4,901,480.014,70.07,15.238,1.676,2.436,"0.54"
"1590","FW08RNY9007",43.23095631,-74.18652878,"5","Year2008",1852.76001,-2.65963443644194,0.140007330893028,-1.79074364014597,-2.93361718081644,6.2,1175,547.19,86.761,7.671,1.001,0.025,"0.238"
"1591","FW08ROH9019",39.63976424,-83.01537818,"8","Year2008",1433.01001,-0.0244087160406316,-0.026530884268862,-0.0198900032209643,-0.0294056407175483,11.2,973,301.529,8.383,0.183,8.644,81.394,"1.414"
"1592","FW08ROR9001",42.15266573,-124.1479945,"7","Year2008",681.315979,-0.0755331965398706,-0.0995653606924428,-0.107005361764817,-0.0631699780227171,10.5,1935,683.158,56.486,0.26,1.473,0.019,"0.382"
"1593","FW08ROR9003",44.64874805,-121.6449268,"6","Year2008",626.1719971,NA,NA,NA,NA,6.6,944,1268.32,66.732,0.009,0.871,0,"1.37"
"1594","FW08ROR9004",45.34630766,-120.9389554,"10","Year2008",26079,-1.97543851968767,-2.77996024339809,-3.91251539391383,8.71416713094294,9.2,361,1212.11,31.489,0.666,1.986,3.399,"1.237"
"1595","FW08ROR9007",43.29360077,-122.5402546,"6","Year2008",1217.569946,NA,NA,NA,NA,7.7,1375,1472.01,87.676,0.042,0.71,0,"0.905"
"1596","FW08ROR9099",42.97872647,-117.7087394,"10","Year2008",23581.90039,4.04541604201934,4.93854349693577,5.46427533148216,4.83438640518142,8.9,240,1630.87,2.928,0.766,0.274,0.758,"0.3"
"1597","FW08RPA9001",41.3426605,-78.0668691,"5","Year2008",681.3670044,-1.20381710045987,11.4930735785644,-0.398602104462463,-0.632353825043853,7.5,1058,565.194,87.703,0.523,1.095,4.533,"0.76"
"1598","FW08RPA9002",40.34874539,-77.63707884,"8","Year2008",234.3130035,-0.00442491004620787,-0.0047474992748792,-0.00433476565866397,-0.00654641610807879,10,1023,341.854,77.294,0.025,3.993,18.47,"0.9"
"1599","FW08RPA9003",40.46805906,-77.23190762,"8","Year2008",142.8150024,-0.00291734945457076,0.000199335316357002,-0.000577685661584216,-0.00410891557984284,10.3,1039,287.928,73.024,0.166,6.025,20.326,"1.314"
"1600","FW08RRI91",41.43766077,-71.72253704,"8","Year2008",5.499899864,6.55086606681117e-05,-0.000159627431616108,-0.000128574894568273,-0.000150452906031881,9.8,1184,52.424,66.437,15.333,6.873,9.655,"1.408"
"1601","FW08RSD9036",45.31190194,-97.86872113,"9","Year2008",212.3500061,0.0793583024565041,-0.0169135814135882,-0.00851395216619381,0.0189785088099031,6,502,538.789,0.587,2.314,3.249,59.667,"0.844"
"1602","FW08RSD9040",45.46338808,-97.04392558,"9","Year2008",15.45530033,-0.000396311402396413,-0.00123399378566855,-0.00113571887472651,-0.00102483362910114,5.6,547,581.056,10.782,0,2.435,4.823,"0.462"
"1603","FW08RSDP04R052",45.73477454,-100.6147527,"9","Year2008",706.1079712,0.0291712961310636,-0.056487659141691,-0.0460313783353559,-0.0461594068786984,6.5,418,635.182,0.331,1.1,3.143,39.08,"0.894"
"1604","FW08RTN9004",35.66345391,-89.8122908,"8","Year2008",117.0410004,-0.00132905354181722,-0.00365242697628825,-0.0025597710734163,-0.00187959081606402,15.6,1301,76.739,4.265,25.991,1.963,67.267,"0.686"
"1605","FW08RTN9005",36.47512101,-89.30960017,"8","Year2008",80.74060059,0.00396137296316273,-0.00152957117110749,-0.000336200890696715,-0.000789382922071371,14.4,1299,94.647,14.075,13.255,6.019,65.652,"1.101"
"1606","FW08RTNECO65E08",35.62479921,-88.69903917,"8","Year2008",52.67350006,-0.00113775001696684,-0.00152079896400145,-0.00150189182304896,-0.00114704049394134,15,1344,155.256,65.241,1.567,5.383,24.413,"1.123"
"1607","FW08RTNECO65J05",35.03471457,-88.15218803,"8","Year2008",25.55789948,-0.000578865745498768,-0.000671763249539324,-0.00065880380583541,-0.000680923672248279,15,1432,194.923,59.414,0.232,1.708,9.202,"0.586"
"1608","FW08RTX10341",30.69598996,-93.81186799,"8","Year2008",233.1419983,0.00410064339658549,-0.00695237008091218,-0.00542258184916895,-0.00559582662625337,18.8,1404,65.194,30.613,41.713,3.641,1.543,"0.964"
"1609","FW08RTX11237",30.42558194,-95.12499382,"8","Year2008",365.0069885,-0.00623975557280103,-0.0112778193612451,-0.010407529607097,-0.00832952425071833,19.1,1272,88.589,51.466,18.789,5.574,10.177,"1.165"
"1610","FW08RTX11553",33.30487282,-100.5289924,"9","Year2008",651.7369995,-0.000618967336748383,-0.0313771085113416,-0.0364093573551805,-0.0496326157267679,16.8,560,658.892,2.594,0.03,1.305,1.086,"0.59"
"1611","FW08RTX12162",31.32718566,-100.7455599,"9","Year2008",997.0910034,-0.0175187002147482,-0.0801595456808617,-0.0689426743541552,-0.0703358317078963,18.2,534,758.053,0.271,0.054,2.454,0.055,"0.366"
"1612","FW08RTX12209",30.49763684,-99.40268507,"9","Year2008",266.7229919,-0.0138055054323362,-0.0148120662823891,-0.0157372294042442,-0.0183694373399863,17.8,659,620.25,22.72,0.004,0.283,0.045,"0.588"
"1613","FW08RTX13110",30.46093119,-101.8260704,"10","Year2008",1521.209961,-0.215207078770546,4.4442788819336,0.93319403074791,0.0142349226141227,18.8,397,877.217,0.068,0.463,0.245,0.051,"0.114"
"1614","FW08RTX9001",30.74403823,-101.6737946,"9","Year2008",959.9959717,-0.0567549991164759,0.034390900156571,-0.00375411945216888,-0.0710553786365698,18.4,406,815.672,0.074,0.369,0.42,0.01,"0.149"
"1615","FW08RTX9010",29.66629344,-99.54482106,"9","Year2008",166.6289978,-0.00407495831465057,-0.0132788994036626,-0.0117218604285069,-0.0113155460853849,19.3,671,595.247,67.68,0.293,1.621,0.145,"0.738"
"1616","FW08RUT90340",37.26667741,-113.3688966,"6","Year2008",39.95280075,NA,NA,NA,NA,12.7,345,1927.15,76.454,0,0.322,0,"0.278"
"1617","FW08RUT90520",37.768486,-112.8997826,"6","Year2008",46.07089996,NA,NA,NA,NA,5.6,445,2627.4,93.903,0,0.11,0,"0.199"
"1618","FW08RUT90790",37.30041889,-113.2468235,"10","Year2008",193.5570068,-0.0109962028927921,-0.0355759505355039,-0.0313189991893752,-0.0249088673348619,13.8,331,1985.1,74.225,0.002,0.169,0,"0.101"
"1619","FW08RUT9089",38.47985267,-109.3975269,"10","Year2008",46.14120102,0.000925177517809054,0.00145392577666477,-0.000108728127092944,-0.0018913861115357,9.9,310,2701.11,78.14,0.683,0,0.021,"0.207"
"1620","FW08RUT9100",37.38800049,-109.688429,"10","Year2008",194.6640015,0.0945443992543031,-0.0357794171489908,0.0522929942946789,0.0371888996621734,11.5,248,1842.39,37.059,0.712,0.128,0.519,"0.147"
"1621","FW08RUT9106",37.02631316,-112.9449957,"10","Year2008",30.69490051,0.00468436220324023,-0.00552238513092804,-0.00190469340942156,-0.00483536042361846,10.6,385,1833.9,38.753,0.867,0,1.287,"0"
"1622","FW08RUT9122",40.53674,-109.6074683,"10","Year2008",285.9500122,0.0334459155916125,-0.0388951112357166,-0.0339155468850234,-0.0209943063130454,5.6,293,2820.27,78.582,2.041,0.921,0.31,"0.293"
"1623","FW08RUT94520",37.97772281,-111.6554867,"6","Year2008",106.3440018,NA,NA,NA,NA,6.4,310,3012.85,84.474,0.742,0.651,0,"0.204"
"1624","FW08RUT94590",37.86413427,-111.6365898,"10","Year2008",174.9450073,-0.00175391173212791,-0.032155048422345,-0.00371019789488597,0.0480676675901107,6.4,310,2858.71,84.201,0.547,0.984,0,"0.253"
"1625","FW08RUT95790",37.98310949,-109.5165727,"10","Year2008",81.52770233,0.00136226040225327,-0.0147121156479191,-0.0093495307949519,0.00511564119428282,7.2,414,2617.13,82.202,1.277,0,0.015,"0.286"
"1626","FW08RUT95820",37.93778996,-109.6370015,"10","Year2008",123.8470001,-0.00965711053189695,-0.0227631891108999,-0.0178019812277551,0.00478079886174299,7.2,414,2343.19,81.239,2.519,0,0.036,"0.267"
"1627","FW08RUT95821",38.60838087,-109.5319016,"10","Year2008",51.58810043,-0.00545929814554368,0.010305044344458,-0.00166136536008111,-0.00468104520456644,12.2,238,1624.68,20.197,0.801,0,0,"0.181"
"1628","FW08RUT95825",39.85672603,-111.6149425,"6","Year2008",63.92079926,NA,NA,NA,NA,5.4,531,2368.4,96.949,0.007,0.976,0,"0.21"
"1629","FW08RUT98755",38.64942245,-109.2130665,"10","Year2008",52.45970154,-0.00327248386046037,-0.0096421399459993,-0.00725220782263195,-0.00149020775047218,5.6,486,2705.77,88.042,0.343,0,0.027,"0.513"
"1630","FW08RUT99066",39.25738616,-111.5516577,"6","Year2008",NA,NA,NA,NA,NA,5.2,398,2903.79,52.891,0.035,1.391,0,"0.568"
"1631","FW08RUT99260",38.05296536,-111.4551865,"6","Year2008",48.8429985,NA,NA,NA,NA,1.9,524,3284.78,66.436,0.334,0.898,0,"0.219"
"1632","FW08RVA9005",32.81828708,-79.98198079,"8","Year2008",1129.859985,-0.0259390577922989,-0.0307788085669711,-0.0291691115668153,-0.0334183621549078,18.7,1241,783.685,85.531,0.051,4.115,8.841,"0.838"
"1633","FW08RVA9017",37.34013217,-76.70386714,"8","Year2008",3.581330061,-5.68020618439183e-05,-0.00010766243860856,-0.000100268988576072,-7.80919035032348e-05,14.4,1128,26.078,64.039,6.605,17.152,9.066,"3.917"
"1634","FW08RVA9026",36.55849722,-76.92781885,"8","Year2008",1903.73999,0.0795395135119179,-0.0531991380562989,-0.0340110479102792,-0.0342666161273087,14.8,1188,25.057,40.027,15.964,7.432,26.026,"1.174"
"1635","FW08RVA9089",37.64370449,-78.04606771,"8","Year2008",16313.09961,-0.196316918412424,-0.509050337742495,-0.462551522596573,-0.449490900720786,13.4,1067,418.699,76.518,0.44,6.373,14.247,"1.193"
"1636","FW08RVA9215",36.90510688,-81.72063271,"8","Year2008",556.6619873,-0.0125735895728136,-0.01031765751728,-0.0106513944580311,-0.0166737017875595,10.7,1167,806.121,70.03,0.101,2.721,23.112,"0.722"
"1637","FW08RWA9901",48.00463838,-124.3704277,"7","Year2008",498.9660034,-0.0466738936028793,-0.0636092848650109,-0.0523266936563613,-0.0500570479713228,9,2693,620.395,84.666,1.371,2.323,0.151,"0.64"
"1638","FW08RWA9902",48.58549099,-121.3960594,"6","Year2008",3474.560059,NA,NA,NA,NA,6.8,1822,1358.28,44.354,0.34,0.382,0.002,"0.063"
"1639","FW08RWA9903",47.69195678,-120.7109271,"6","Year2008",1587.180054,NA,NA,NA,NA,5.9,1005,1269.5,68.951,1.724,1.913,0.236,"0.571"
"1640","FW08RWI9029",46.25977572,-90.62791899,"5","Year2008",4.666500092,-0.00131684916332339,-0.00916845662316391,-0.000712152792509827,0.0057059747354414,4,855,468.655,72.015,23.356,0.231,0,"0.101"
"1641","FW08RWI9044",44.01207682,-89.78829777,"8","Year2008",27.82789993,0.00173283905697643,-0.000642784912792535,-0.000294651922688004,-0.000741818682588672,6.6,811,309.235,45.878,23.11,4.262,20.068,"0.917"
"1642","FW08RWI9055",42.85418358,-88.39892387,"8","Year2008",122.3030014,-0.00131332736120454,0.000539658411556449,0.000278883323117545,-0.00354052740496631,7.9,843,279.702,20.206,11.774,16.007,49.044,"2.014"
"1643","FW08RWI9067",46.0946336,-89.72516082,"5","Year2008",217.9519958,-0.231755399309072,-0.434948534704773,-0.204189086416307,0.127977072418161,3.9,826,513.946,51.252,30.484,4.64,0.067,"1.263"
"1644","FW08RWI9071",45.92217164,-90.00250271,"5","Year2008",93.44589996,0.0819753368998328,-0.125055417239069,0.0879412486105013,0.23919068939796,4.1,822,485.782,43.833,41.078,1.906,0.525,"1.091"
"1645","FW08RWI9074",46.0921729,-89.26150264,"5","Year2008",220.1080017,-0.25970320610711,-0.39310826826,-0.173551422343527,0.45266272454323,3.9,812,523.836,50.659,26,4.05,0.287,"1.249"
"1646","FW08RWI9100",45.4800089,-88.53708886,"5","Year2008",18.92140007,-0.0325784956931667,0.0385285792395943,-0.0229402794317832,0.0232698419961809,4.5,798,451.491,68.061,24.099,1.903,1.09,"0.663"
"1647","FW08RWI9225",42.89706733,-88.69353574,"8","Year2008",377.2680054,0.00284051073905834,-0.00213169425027062,0.00252844939282694,-0.00412610787524842,8,832,278.209,13.448,19.637,18.073,44.214,"2.489"
"1648","FW08RWI9226",43.00961079,-88.83345192,"8","Year2008",1582.079956,0.0108377227320975,-0.0267530340720649,0.0357932935413905,0.0441359757583503,8,824,268.146,4.905,9.721,7.112,75.811,"1.567"
"1649","FW08RWI9302",45.92169397,-92.66158698,"5","Year2008",7663.890137,1.25373261662991,-5.7851369429934,4.97072919394482,17.0657174057501,5.1,773,346.588,62.528,15.205,4.417,7.894,"1.015"
"1650","FW08RWI9303",45.47094601,-91.2526698,"5","Year2008",3651.669922,-1.79959270470595,-3.31134452161392,-1.40867987054067,2.15015983221464,5.7,827,428.194,57.95,22.975,3.491,5.068,"0.874"
"1651","FW08RWI9304",45.87502905,-90.69371246,"5","Year2008",2218.629883,-0.285818986385958,-2.90421696525152,-1.1568295449579,-3.01547515835959,4.1,833,487.912,42.657,35.998,3.759,2.102,"0.951"
"1652","FW08RWI9306",42.8346351,-89.17211495,"8","Year2008",951.0189819,0.00187813061704487,-0.0200141608760013,0.00801430201813496,-0.0106859043345193,7.8,826,284.728,5.488,4.594,25.511,54.429,"3.46"
"1653","FW08RWI9307",45.73784894,-89.52281402,"5","Year2008",2016.390015,-1.84309503129985,-0.322767221535511,-0.752205686787378,3.87196117730478,4.2,795,509.309,42.966,35.261,4.6,2.086,"1.286"
"1654","FW08RWV9001",38.21701435,-81.11405585,"8","Year2008",3337.830078,-0.0622096554115678,-0.0900548434838741,-0.0900761755065048,-0.101417625642687,11.2,1172,838.204,87.567,0.476,4.664,3.879,"1.008"
"1655","FW08RWV9020",39.58527954,-78.29735672,"8","Year2008",1756.969971,-0.0343724295093458,-0.0548963346884564,-0.0499227061045497,-0.0525693739207036,10.7,948,483.979,84.504,0.003,3.601,11.241,"0.97"
"1656","FW08RWV9035",37.8335845,-81.05166995,"8","Year2008",16846.40039,-0.315018729626258,-0.336095327598852,-0.332366916891311,-0.430158460097145,10.7,1104,801.272,69.822,0.103,6.604,21.244,"1.431"
"1657","FW08RWY9906",43.55211793,-110.800577,"6","Year2008",4402.669922,NA,NA,NA,NA,2.5,493,2496.41,46.396,3.497,0.376,0.174,"0.176"
"1658","FW08RWY9907",41.40188197,-106.7382022,"10","Year2008",6770.22998,5.70149684091381,-1.2443743105169,1.35073108919356,2.27636360942436,5.3,305,2667.04,44.243,4.931,0.582,6.286,"0.73"
"1659","FW08SC002",33.88390721,-78.78474118,"8","Year2008",2948.320068,0.439691486688265,-0.0876487308779537,-0.0163396981772679,-0.0741868335784015,17,1294,19.1,28.182,28.819,5.087,20.552,"1.161"
"1660","FW08SC002",33.88390721,-78.78474118,"8","Year2008",2948.320068,0.439691486688265,-0.0876487308779537,-0.0163396981772679,-0.0741868335784015,17,1294,19.1,28.182,28.819,5.087,20.552,"1.161"
"1661","FW08SC002",33.88390721,-78.78474118,"8","Year2008",2948.320068,0.439691486688265,-0.0876487308779537,-0.0163396981772679,-0.0741868335784015,17,1294,NA,NA,NA,NA,NA,NA
"1662","FW08SC002",33.88390721,-78.78474118,"8","Year2008",2948.320068,0.439691486688265,-0.0876487308779537,-0.0163396981772679,-0.0741868335784015,17,1294,NA,NA,NA,NA,NA,NA
"1663","FW08SC003",33.90909471,-79.4402992,"8","Year2008",24142.5,0.0886514482247548,-0.527631611922485,-0.345626494855358,-0.410315467739653,17.3,1240,NA,NA,NA,NA,NA,NA
"1664","FW08SC003",33.90909471,-79.4402992,"8","Year2008",24142.5,0.0886514482247548,-0.527631611922485,-0.345626494855358,-0.410315467739653,17.3,1240,NA,NA,NA,NA,NA,NA
"1665","FW08SC003",33.90909471,-79.4402992,"8","Year2008",24142.5,0.0886514482247548,-0.527631611922485,-0.345626494855358,-0.410315467739653,17.3,1240,215.209,47.935,6.694,11.395,23.816,"2.086"
"1666","FW08SC003",33.90909471,-79.4402992,"8","Year2008",24142.5,0.0886514482247548,-0.527631611922485,-0.345626494855358,-0.410315467739653,17.3,1240,215.209,47.935,6.694,11.395,23.816,"2.086"
"1667","FW08SC004",34.12622084,-80.65031399,"8","Year2008",13439.7998,-0.104508105136409,-0.325513502662437,-0.234510914899613,-0.287894051549698,16.9,1136,286.809,55.984,1.54,18.054,15.023,"2.512"
"1668","FW08SC005",34.5704837,-81.77745202,"8","Year2008",1031.369995,-0.0177584609558157,-0.0024194279047571,-0.00676908668525135,-0.00338713670404207,15.7,1228,234.982,43.23,2.445,22.769,21.127,"3.136"
"1669","FW08SC006",33.82362461,-80.0680311,"8","Year2008",13.93739986,0.00124935117607282,-0.000369621409972245,-0.000173966282785148,-0.000315855825049584,17.2,1199,NA,NA,NA,NA,NA,NA
"1670","FW08SC006",33.82362461,-80.0680311,"8","Year2008",13.93739986,0.00124935117607282,-0.000369621409972245,-0.000173966282785148,-0.000315855825049584,17.2,1199,NA,NA,NA,NA,NA,NA
"1671","FW08SC006",33.82362461,-80.0680311,"8","Year2008",13.93739986,0.00124935117607282,-0.000369621409972245,-0.000173966282785148,-0.000315855825049584,17.2,1199,31.368,41.057,21.688,4.076,13.111,"0.84"
"1672","FW08SC006",33.82362461,-80.0680311,"8","Year2008",13.93739986,0.00124935117607282,-0.000369621409972245,-0.000173966282785148,-0.000315855825049584,17.2,1199,31.368,41.057,21.688,4.076,13.111,"0.84"
"1673","FW08SC007",34.03051233,-79.72312445,"8","Year2008",2732.830078,0.075220136391453,-0.0549371003813475,-0.0326751455235545,-0.0502261466995528,17.1,1167,100.825,38.651,16.674,5.486,25.684,"1.513"
"1674","FW08SC008",34.95063268,-80.92319021,"8","Year2008",7952.129883,-0.122199503347492,-0.202808678614814,-0.161304575986362,-0.215434476166326,15.7,1184,380.452,55.859,0.452,17.574,17.554,"2.521"
"1675","FW08SC010",33.77314216,-79.23670098,"8","Year2008",7944.649902,0.654059446230984,-0.233109405072953,-0.107592762126689,-0.168784820925763,17.4,1284,50.891,19.769,27.579,6.821,32.31,"1.76"
"1676","FW08SC011",34.76919749,-83.01151149,"8","Year2008",36.96229935,-0.000800668467842034,-0.000977812750483575,-0.000911731478801674,-0.00111423092719596,14.9,1527,316.77,52.852,0.058,6.927,25.714,"2.832"
"1677","FW08SC012",33.8932798,-80.62454681,"8","Year2008",14362,-0.143587477436361,-0.318979874872296,-0.242059112962179,-0.297818946322477,17.3,1148,272.689,54.634,3.265,17.281,14.775,"2.437"
"1678","FW08SC013",34.64299314,-82.45397174,"8","Year2008",1083.76001,-0.0220715935803503,-0.0232360651732892,-0.0209305031275904,-0.0234985224722717,15.8,1262,393.894,66.682,1.031,12.83,10.149,"2.373"
"1679","FW08SC014",33.56170854,-79.08678599,"8","Year2008",40818.5,0.453436185592852,-0.671145980187527,-0.463766369922423,-0.700475173556284,17.5,1310,146.316,38.244,15.318,9.591,24.892,"1.904"
"1680","FW08SC015",33.61109176,-82.16242838,"8","Year2008",16274.09961,-0.197856273404074,-0.429010243903978,-0.36528428280082,-0.474471497711292,16.8,1179,261.655,58.48,2.059,7.794,15.701,"1.681"
"1681","FW08SC016",33.47844467,-81.31216787,"8","Year2008",1389.030029,0.0119155217535204,-0.0396453242448295,-0.0315909467853988,-0.0390354045824734,17.5,1204,130.954,37.65,12.422,5.472,20.009,"1.506"
"1682","FW08SC018",33.49951013,-80.10986646,"8","Year2008",37989.89844,-0.222729820325326,-1.0531393215847,-0.804501715632554,-1.01433432162478,17.5,1239,230.913,53.816,4.71,14.139,15.576,"2.21"
"1683","FW08SC019",34.2426576,-79.7319277,"8","Year2008",1143.959961,0.00578910338549059,-0.0278972793263985,-0.0224333796010916,-0.0183744932543172,17,1157,85.085,25.845,15.351,9.894,30.597,"2.109"
"1684","FW08SC020",34.13963432,-81.13951333,"8","Year2008",13143.09961,-0.169523813874059,-0.313743970507181,-0.281455114052915,-0.325503111142286,17,1184,246.254,60.74,1.985,10.737,16.759,"2.022"
"1685","FW08SC021",34.16664832,-81.7738521,"8","Year2008",3602.070068,-0.0462383278918189,-0.102571859625795,-0.08006548863682,-0.0937085601382701,16.4,1206,260.362,55.7,1.925,14.74,14.63,"2.407"
"1686","FW08SC022",33.76763343,-80.07378961,"8","Year2008",84.2634964,0.00471144691519963,-0.00204518955685398,-0.000708423438495256,-0.00167822782272554,17.2,1199,37.082,16.224,27.811,4.655,43.978,"1.438"
"1687","FW08SC023",34.47655148,-79.73242182,"8","Year2008",20829.80078,-0.115694910547206,-0.357650470349657,-0.253182206336266,-0.375376434258641,16.9,1160,241.788,52.034,3.233,11.866,23.371,"2.128"
"1688","FW08SC024",34.82652981,-80.81526796,"8","Year2008",97.31279755,0.000774722728015068,-0.0024741805446253,-0.00179448774076883,-0.00123834199011423,15.7,1181,191.123,67.8,1.419,5.742,21.681,"1.644"
"1689","FW08SC026",33.44769486,-79.17217303,"8","Year2008",41028.10156,0.749479505963504,-1.04236782563661,-0.648376599891727,-0.739760746986673,17.6,1327,145.587,38.204,15.461,9.579,24.772,"1.903"
"1690","FW08SC030",33.90001733,-78.85695184,"8","Year2008",3146.800049,0.594260964702606,-0.0911583180945346,-0.0809276098039578,-0.0599927680561624,17.1,1280,18.725,27.571,29.049,5.046,20.819,"1.187"
"1691","FW08SD023",45.65635515,-100.85083,"9","Year2008",13655.2998,2.13659406421989,-1.09909770526638,-0.473556779578199,-0.58038004107796,6.8,430,787.798,0.484,0.633,1.741,23.722,"0.572"
"1692","FW08SD025",43.78581882,-103.0622408,"9","Year2008",621.4489746,-0.003836314357914,-0.0500196372051094,-0.0394175037451903,-0.0404548995180927,8.4,425,1287.02,48.053,0.792,1.981,2.65,"0.856"
"1693","FW08SD026",42.99859143,-97.00441624,"9","Year2008",4308.319824,0.126842555709418,-0.346771180528167,-0.144781133568087,-0.0257328161091972,8.3,619,450.352,0.529,1.915,5.104,85.136,"1.281"
"1694","FW08SD027",45.72849972,-101.9843776,"9","Year2008",8592.919922,1.24249148380542,-0.58904070331241,-0.0989629978921708,0.217244362357134,6.8,418,856.539,0.466,0.401,2.183,27.784,"0.585"
"1695","FW08SD029",45.00143744,-98.63765863,"9","Year2008",3174.969971,0.67166495590393,-0.251500582443994,-0.0905951577914466,-0.120285469853634,6.4,492,485.899,0.256,3.406,3.635,60.369,"0.872"
"1696","FW08SD031",44.04386154,-101.4511151,"9","Year2008",2663.909912,0.245406817180587,-0.214414719134585,-0.144812930969167,-0.184261567016914,8.7,427,764.308,0.162,1.298,2.105,10.567,"0.581"
"1697","FW08SD032",44.80319838,-102.5440453,"9","Year2008",1237.22998,0.1615654475806,-0.0989926202723147,-0.0486484282461666,-0.0699683632504381,7.3,406,851.05,0.239,0.92,0.348,5.846,"0.357"
"1698","FW08SD034",43.42244243,-103.9918042,"9","Year2008",13903.09961,1.51186312941265,-1.11904279666133,-0.627333121459901,-0.393879041172084,8.1,391,1426.54,1.249,1.294,0.211,0.279,"0.426"
"1699","FW08SD035",44.59102841,-101.4489637,"9","Year2008",921.9329834,0.0798964679768,-0.0742052127236581,-0.0496418214323244,-0.0639495226396191,8.2,423,707.227,0.62,1.221,1.62,14.497,"0.296"
"1700","FW08SD036",44.8171498,-103.6938849,"9","Year2008",810.4609985,-0.00923652736299768,-0.0652329745011711,-0.0507793255860691,-0.0411116396387022,8,437,984.19,0.014,0.12,0.509,0.442,"0.442"
"1701","FW08SD037",43.24111525,-99.18715776,"9","Year2008",139.7510071,0.0265116702298718,-0.0112483807358279,-0.00202987329883067,0.000733928488034055,8.5,602,646.6,3.985,3.98,4.123,38.664,"1.004"
"1702","FW08SD038",43.81008693,-100.8971399,"9","Year2008",15252.90039,1.18060711890742,-1.22768654389453,-0.782625591783271,0.0551215809270775,9,453,951.199,6.317,1.591,1.448,5.658,"0.555"
"1703","FW08SD039",45.76411077,-100.6831275,"9","Year2008",673.7119751,0.0447886179698468,-0.0542262196134931,-0.037057961081298,-0.0508688077105404,6.5,419,637.642,0.312,0.932,3.218,40.016,"0.899"
"1704","FW08SD040",45.25933104,-100.9108892,"9","Year2008",12007.7998,0.727007652768495,-0.951466361554826,-0.701777808972472,-0.885733839431352,7.2,434,807.395,0.527,0.882,0.85,12.014,"0.477"
"1705","FW08SD041",44.15643022,-103.2286962,"9","Year2008",383.2139893,-0.00518622762133801,-0.0225774390973685,-0.020140261079644,-0.0280648889810514,8,460,1497.14,83.151,0.666,2.538,0.892,"1.195"
"1706","FW08SD042",42.85420158,-97.28015821,"9","Year2008",705177,3.85089199673514,-55.5557263379979,-44.1070115165876,-50.3264190996607,8.5,599,NA,NA,NA,NA,NA,NA
"1707","FW08SD042",42.85420158,-97.28015821,"9","Year2008",705177,3.85089199673514,-55.5557263379979,-44.1070115165876,-50.3264190996607,8.5,599,NA,NA,NA,NA,NA,NA
"1708","FW08SD042",42.85420158,-97.28015821,"9","Year2008",705177,3.85089199673514,-55.5557263379979,-44.1070115165876,-50.3264190996607,8.5,599,1145.33,9.05,1.769,1.518,16.918,"0.488"
"1709","FW08SD042",42.85420158,-97.28015821,"9","Year2008",705177,3.85089199673514,-55.5557263379979,-44.1070115165876,-50.3264190996607,8.5,599,1145.33,9.05,1.769,1.518,16.918,"0.488"
