"","siteid","lat","long","ecoreg","era","area","lev_doc","lev_no3","lev_tn","lev_tp","temp","precip","elev","forest","wetland","urban","ag"
"1077","NLA06608-0053",43.55819295,-73.43960723,"8","Year2007",3161.13308,0.497888005908578,0,-0.425998236078544,-1.84218562186174,7.4,985,28.85,59.5,7.3,5.4,17.7
"1078","NLA06608-0053",43.55819295,-73.43960723,"8","Year2007",3161.13308,0.497888005908578,0,-0.425998236078544,-1.84218562186174,7.4,985,28.85,59.5,7.3,5.4,17.7
"1079","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1080","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1081","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1082","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1083","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1084","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1085","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1086","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1087","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1088","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1089","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1090","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1091","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1092","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1093","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1094","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1095","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1096","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1097","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1098","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1099","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1100","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1101","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1102","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1103","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1104","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1105","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1106","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1107","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1108","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1109","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1110","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1111","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1112","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1113","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1114","NLA06608-0057",34.96189211,-80.51686138,"8","Year2007",134.9799567,0.393128224932448,-0.0432281599294805,0.428714919432637,0.308266386382361,15.4,1183,149.57,38.3,0.4,9.4,47.6
"1115","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1116","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1117","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1118","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1119","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1120","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1121","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1122","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1123","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1124","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1125","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1126","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1127","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1128","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1129","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1130","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1131","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1132","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1133","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1134","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1135","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1136","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1137","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1138","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1139","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1140","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1141","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1142","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1143","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1144","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1145","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1146","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1147","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1148","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1149","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1150","NLA06608-0061",34.24558153,-113.5793644,"10","Year2007",11406.00514,3.54739694448754,-2.70905393913286,-1.5183239742508,47.1602997563381,19.9,214,335,12.7,0.1,0.4,0.1
"1151","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1152","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1153","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1154","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1155","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1156","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1157","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1158","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1159","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1160","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1161","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1162","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1163","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1164","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1165","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1166","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1167","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1168","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1169","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1170","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1171","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1172","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1173","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1174","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1175","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1176","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1177","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1178","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1179","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1180","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1181","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1182","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1183","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1184","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1185","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1186","NLA06608-0062",47.32067994,-99.74629427,"9","Year2007",8.152610299,0.0104226263801214,0.000353381749738302,0.0177757112907154,0.0247367224816811,4.4,429,562.29,0.1,3.6,2.6,20.6
"1187","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1188","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1189","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1190","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1191","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1192","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1193","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1194","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1195","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1196","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1197","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1198","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1199","NLA06608-0064",48.89407384,-112.1682796,"9","Year2012",14.2182,0.0111813123639466,-0.00235195314079604,0.0153347344779902,0.106648909660234,4.9,337,1208,0,0,0.924168,73.230789
"1200","NLA06608-0064",48.89407384,-112.1682796,"9","Year2012",14.2182,0.0111813123639466,-0.00235195314079604,0.0153347344779902,0.106648909660234,4.9,337,1208,0,0,0.924168,73.230789
"1201","NLA06608-0064",48.89407384,-112.1682796,"9","Year2012",14.2182,0.0111813123639466,-0.00235195314079604,0.0153347344779902,0.106648909660234,4.9,337,1208,0,0,0.924168,73.230789
"1202","NLA06608-0064",48.89407384,-112.1682796,"9","Year2012",14.2182,0.0111813123639466,-0.00235195314079604,0.0153347344779902,0.106648909660234,4.9,337,1208,0,0,0.924168,73.230789
"1203","NLA06608-0064",48.89407384,-112.1682796,"9","Year2012",14.2182,0.0111813123639466,-0.00235195314079604,0.0153347344779902,0.106648909660234,4.9,337,1208,0,0,0.924168,73.230789
"1204","NLA06608-0064",48.89407384,-112.1682796,"9","Year2012",14.2182,0.0111813123639466,-0.00235195314079604,0.0153347344779902,0.106648909660234,4.9,337,1208,0,0,0.924168,73.230789
"1205","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1206","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1207","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1208","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1209","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1210","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1211","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1212","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1213","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1214","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1215","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
"1216","NLA06608-0064",48.8940613,-112.1680165,"9","Year2007",14.74669434,0.0239389140030589,0.0252487107901982,0.0413084148754645,0.538304340355219,4.9,337,1208,0,0,0.9,72
