"","siteid","lat","long","ecoreg","era","area","doc","no3","tn","tp","temp","precip","elev","forest","wetland","ag","urban"
"625","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.51,0.005,2.146,162,12.9,1097,1.87,20.7,3.1,62.7,10
"626","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.51,0.005,2.146,162,12.9,1097,1.87,20.7,3.1,62.7,10
"627","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.51,0.005,2.146,162,12.9,1097,1.87,20.7,3.1,62.7,10
"628","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.51,0.005,2.146,162,12.9,1097,1.87,20.7,3.1,62.7,10
"629","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.51,0.005,2.146,162,12.9,1097,1.87,20.7,3.1,62.7,10
"630","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.54,0,2.232,157,12.9,1097,1.87,20.7,3.1,62.7,10
"631","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.54,0,2.232,157,12.9,1097,1.87,20.7,3.1,62.7,10
"632","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.54,0,2.232,157,12.9,1097,1.87,20.7,3.1,62.7,10
"633","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.54,0,2.232,157,12.9,1097,1.87,20.7,3.1,62.7,10
"634","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.54,0,2.232,157,12.9,1097,1.87,20.7,3.1,62.7,10
"635","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,5.54,0,2.232,157,12.9,1097,1.87,20.7,3.1,62.7,10
"636","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,4.12,0.005,2.106,247,12.9,1097,1.87,20.7,3.1,62.7,10
"637","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,4.12,0.005,2.106,247,12.9,1097,1.87,20.7,3.1,62.7,10
"638","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,4.12,0.005,2.106,247,12.9,1097,1.87,20.7,3.1,62.7,10
"639","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,4.12,0.005,2.106,247,12.9,1097,1.87,20.7,3.1,62.7,10
"640","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,4.12,0.005,2.106,247,12.9,1097,1.87,20.7,3.1,62.7,10
"641","NLA06608-0029",38.75601051,-75.21503793,"8","Year2007",18.7698932,4.12,0.005,2.106,247,12.9,1097,1.87,20.7,3.1,62.7,10
"642","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.83,0.005,0.428,32,10.7,996,241.93,61.2,0.1,27.5,8.3
"643","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.83,0.005,0.428,32,10.7,996,241.93,61.2,0.1,27.5,8.3
"644","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.83,0.005,0.428,32,10.7,996,241.93,61.2,0.1,27.5,8.3
"645","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.83,0.005,0.428,32,10.7,996,241.93,61.2,0.1,27.5,8.3
"646","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.99,0.005,0.394,24,10.7,996,241.93,61.2,0.1,27.5,8.3
"647","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.99,0.005,0.394,24,10.7,996,241.93,61.2,0.1,27.5,8.3
"648","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.99,0.005,0.394,24,10.7,996,241.93,61.2,0.1,27.5,8.3
"649","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.99,0.005,0.394,24,10.7,996,241.93,61.2,0.1,27.5,8.3
"650","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.99,0.005,0.394,24,10.7,996,241.93,61.2,0.1,27.5,8.3
"651","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.99,0.005,0.394,24,10.7,996,241.93,61.2,0.1,27.5,8.3
"652","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.99,0.005,0.394,24,10.7,996,241.93,61.2,0.1,27.5,8.3
"653","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.99,0.005,0.394,24,10.7,996,241.93,61.2,0.1,27.5,8.3
"654","NLA06608-0031",39.77597099,-81.52247236,"8","Year2012",12.14249653,4.92,0,0.448,21,10.7,996,241.93,61.235081,0.081548,27.437171,8.280822
"655","NLA06608-0031",39.77597099,-81.52247236,"8","Year2012",12.14249653,4.92,0,0.448,21,10.7,996,241.93,61.235081,0.081548,27.437171,8.280822
"656","NLA06608-0031",39.77597099,-81.52247236,"8","Year2012",12.14249653,4.92,0,0.448,21,10.7,996,241.93,61.235081,0.081548,27.437171,8.280822
"657","NLA06608-0031",39.77597099,-81.52247236,"8","Year2012",12.14249653,4.92,0,0.448,21,10.7,996,241.93,61.235081,0.081548,27.437171,8.280822
"658","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.83,0.005,0.428,32,10.7,996,241.93,61.2,0.1,27.5,8.3
"659","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.83,0.005,0.428,32,10.7,996,241.93,61.2,0.1,27.5,8.3
"660","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.83,0.005,0.428,32,10.7,996,241.93,61.2,0.1,27.5,8.3
"661","NLA06608-0031",39.77645357,-81.51745185,"8","Year2007",12.16141233,3.83,0.005,0.428,32,10.7,996,241.93,61.2,0.1,27.5,8.3
"662","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"663","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"664","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"665","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"666","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"667","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"668","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"669","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"670","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"671","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"672","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"673","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.66,0,0.439,34,5.3,1741,732.43,59.3,16.3,0,4.6
"674","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"675","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"676","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"677","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"678","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"679","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"680","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"681","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"682","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"683","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"684","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"685","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"686","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"687","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"688","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"689","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"690","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"691","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.11,0.005,0.835,67,5.3,1741,732.43,59.3,16.3,0,4.6
"692","NLA06608-0033",47.31085035,-121.29956,"6","Year2012",5.58995287,7.34,0.002,1.573,180,5.3,1741,732.43,59.207985,16.097875,0,5.006439
"693","NLA06608-0033",47.31085035,-121.29956,"6","Year2012",5.58995287,7.34,0.002,1.573,180,5.3,1741,732.43,59.207985,16.097875,0,5.006439
"694","NLA06608-0033",47.31085035,-121.29956,"6","Year2012",5.58995287,7.34,0.002,1.573,180,5.3,1741,732.43,59.207985,16.097875,0,5.006439
"695","NLA06608-0033",47.31085035,-121.29956,"6","Year2012",5.58995287,7.34,0.002,1.573,180,5.3,1741,732.43,59.207985,16.097875,0,5.006439
"696","NLA06608-0033",47.31085035,-121.29956,"6","Year2012",5.58995287,7.34,0.002,1.573,180,5.3,1741,732.43,59.207985,16.097875,0,5.006439
"697","NLA06608-0033",47.31085035,-121.29956,"6","Year2012",5.58995287,7.34,0.002,1.573,180,5.3,1741,732.43,59.207985,16.097875,0,5.006439
"698","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"699","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"700","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"701","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"702","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"703","NLA06608-0033",47.31108363,-121.2990598,"6","Year2007",5.519077524,10.78,0.005,0.44,32,5.3,1741,732.43,59.3,16.3,0,4.6
"704","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"705","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"706","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"707","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"708","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"709","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"710","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"711","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"712","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"713","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"714","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"715","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"716","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"717","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"718","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"719","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"720","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"721","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"722","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"723","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"724","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"725","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"726","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"727","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.37,0.005,0.241,9,13.7,1208,113.39,94.4,0,0,0
"728","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"729","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"730","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"731","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"732","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"733","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.79,0,0.348,9,13.7,1208,113.39,94.4,0,0,0
"734","NLA06608-0036",37.47735207,-88.32742822,"8","Year2012",1.517159482,3.34,0,0.261,21,13.7,1208,113.39,92.071006,0,0,0.414201
"735","NLA06608-0036",37.47735207,-88.32742822,"8","Year2012",1.517159482,3.34,0,0.261,21,13.7,1208,113.39,92.071006,0,0,0.414201
"736","NLA06608-0036",37.47735207,-88.32742822,"8","Year2012",1.517159482,3.34,0,0.261,21,13.7,1208,113.39,92.071006,0,0,0.414201
"737","NLA06608-0036",37.47735207,-88.32742822,"8","Year2012",1.517159482,3.34,0,0.261,21,13.7,1208,113.39,92.071006,0,0,0.414201
"738","NLA06608-0036",37.47735207,-88.32742822,"8","Year2012",1.517159482,3.34,0,0.261,21,13.7,1208,113.39,92.071006,0,0,0.414201
"739","NLA06608-0036",37.47735207,-88.32742822,"8","Year2012",1.517159482,3.34,0,0.261,21,13.7,1208,113.39,92.071006,0,0,0.414201
"740","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"741","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"742","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"743","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"744","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"745","NLA06608-0036",37.47735404,-88.32737922,"8","Year2007",1.224605698,4.07,0.005,0.178,8,13.7,1208,113.39,94.4,0,0,0
"746","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"747","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"748","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"749","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"750","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"751","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"752","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"753","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"754","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"755","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"756","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"757","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"758","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"759","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"760","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"761","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"762","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"763","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.23,0.005,0.338,14,8.1,1201,211.27,69,3.7,12.1,6.7
"764","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"765","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"766","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"767","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"768","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"769","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"770","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"771","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"772","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"773","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"774","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"775","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.38,0.005,0.239,14,8.1,1201,211.27,69,3.7,12.1,6.7
"776","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"777","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"778","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"779","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"780","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"781","NLA06608-0037",41.69699293,-73.36398551,"5","Year2007",37.25673266,3.22,0,0.301,11,8.1,1201,211.27,69,3.7,12.1,6.7
"782","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"783","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"784","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"785","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"786","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"787","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"788","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"789","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"790","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"791","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"792","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"793","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"794","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"795","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"796","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"797","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"798","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"799","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.34,0.005,0.113,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"800","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"801","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"802","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"803","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"804","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
"805","NLA06608-0038",44.79759122,-71.86971736,"5","Year2007",25.86530737,3.31,0,0.101,3,3.8,1120,358.73,74.3,3.9,1.8,5.1
